1	0	0.4280	215.370	27.274	-175.652	-2.1518	1.291
1	0	0.4344	201.155	26.543	-153.293	-2.8088	1.281
1	0	0.4408	178.026	25.007	-147.564	2.7734	1.100
1	0	0.4472	163.965	25.531	-150.026	2.9333	1.216
1	0	0.4520	152.381	23.200	-153.150	2.9157	1.162
1	0	0.4600	138.835	24.226	-156.962	2.8129	1.184
1	0	0.4664	129.997	23.502	-160.263	2.8751	1.094
1	0	0.4728	128.514	24.512	-159.298	-2.8127	1.196
1	0	0.4792	146.416	25.058	-156.585	-2.3355	1.265
1	0	0.4856	119.294	23.379	-165.573	-1.5296	1.182
1	0	0.4920	115.201	22.703	-156.624	-1.4825	1.059
1	0	0.4984	113.948	21.409	-126.629	-2.5620	1.065
1	0	0.5032	97.674	20.769	-113.844	-3.0032	1.206
1	0	0.5096	85.655	18.491	-112.256	-2.6969	1.083
1	0	0.5144	73.323	20.169	-109.397	-3.1580	1.177
1	0	0.5208	54.455	19.985	-107.953	3.0505	1.101
1	0	0.5272	37.834	16.539	-107.135	3.1312	1.186
1	0	0.5336	20.886	16.325	-110.889	2.6735	1.207
1	1	0.4280	214.892	36.589	-175.973	-2.2910	1.044
1	1	0.4344	199.407	37.346	-158.527	-2.9904	0.926
1	1	0.4408	178.489	35.610	-151.315	2.8809	1.047
1	1	0.4472	164.560	35.993	-152.330	2.8459	1.005
1	1	0.4520	152.607	35.894	-153.974	2.8106	1.104
1	1	0.4600	139.334	37.100	-158.993	2.7078	1.006
1	1	0.4664	129.958	36.090	-159.773	2.9083	1.125
1	1	0.4792	136.068	34.231	-162.407	-2.3580	0.917
1	1	0.4856	119.075	34.386	-165.589	-1.6289	1.115
1	1	0.4984	111.375	33.611	-129.285	-2.1551	0.963
1	1	0.5032	97.498	31.781	-114.788	-3.0056	1.080
1	1	0.5096	85.693	30.083	-112.068	-2.9582	1.112
1	1	0.5144	73.134	29.043	-110.876	-2.8860	1.027
1	1	0.5208	54.416	31.163	-107.419	3.3519	1.077
1	1	0.5272	38.517	30.242	-109.754	2.9758	0.934
1	1	0.5336	21.658	26.783	-112.731	3.0258	1.013
1	2	0.4344	199.071	46.527	-159.532	-3.0673	1.098
1	2	0.4408	178.344	46.956	-150.142	2.9412	1.137
1	2	0.4472	164.702	47.125	-152.880	2.7329	0.985
1	2	0.4600	139.136	42.898	-158.185	2.6361	1.116
1	2	0.4664	130.119	42.856	-161.770	3.1744	0.905
1	2	0.4792	133.967	43.661	-163.589	-2.1522	1.025
1	2	0.4856	117.698	42.508	-165.685	-1.7642	0.967
1	2	0.4920	113.748	43.547	-156.577	-1.6373	0.959
1	2	0.5032	97.248	42.642	-116.120	-3.2162	0.936
1	2	0.5208	54.476	37.738	-108.247	3.1662	1.046
1	2	0.5272	38.911	36.687	-111.263	2.7023	0.902
1	2	0.5336	21.398	39.330	-112.111	2.9388	1.107
-1	0	0.4280	180.886	15.684	-198.805	1.0578	1.068
-1	0	0.4360	182.225	15.618	-221.708	0.2252	1.022
-1	0	0.4440	177.595	14.509	-186.264	-0.1641	1.053
-1	0	0.4520	161.874	12.048	-187.836	-0.1531	1.199
-1	0	0.4600	147.623	14.867	-192.729	-0.2812	0.924
-1	0	0.4680	126.912	14.000	-197.844	0.0278	0.935
-1	0	0.4760	99.416	11.869	-193.974	0.8927	1.040
-1	0	0.4824	81.965	10.098	-176.748	1.3470	1.111
-1	0	0.4904	78.726	10.483	-156.742	1.5314	1.031
-1	0	0.5000	79.221	9.382	-167.568	0.6910	1.093
-1	0	0.5064	81.706	10.595	-176.088	0.0744	0.951
-1	0	0.5128	71.669	7.808	-146.180	0.0990	1.130
-1	0	0.5192	60.112	7.292	-144.000	-0.0917	1.110
-1	0	0.5272	47.543	6.604	-144.371	-0.2644	1.085
-1	0	0.5336	35.704	7.144	-146.217	-0.3219	0.978
